policy_number,sale_date,product_value_,sale_value_nis,nature,percentage_of_sale,city,year_of_construction,area,bedrooms,addresses,address,coordinates,closest_direct_address,direct_distance_km,class,sale_year,sale_year_range,subgroup
"[6127, 765]",2023-03-19 00:00:00,1860000,1860000,דירה בבית קומות,1,רמת גן,1950,55,3,"['רמת גן שדרות נחמה 2', 'רמת גן ארלוזורוב 30']",נחמה 2 רמת גן,"(32.0805245, 34.8126136)",Bialik,0.746477034,500-1000,2023,23-24,23-24 - 500-1000
"[6127, 765]",2023-07-13 00:00:00,128571,128572,דירה בבית קומות,0.071,רמת גן,1950,65,3,"['רמת גן שדרות נחמה 2', 'רמת גן ארלוזורוב 30']",נחמה 2 רמת גן,"(32.0805245, 34.8126136)",Bialik,0.746477034,500-1000,2023,23-24,23-24 - 500-1000
"[6127, 765]",2023-07-13 00:00:00,128571,128571,דירה בבית קומות,0.071,רמת גן,1950,65,3,"['רמת גן שדרות נחמה 2', 'רמת גן ארלוזורוב 30']",נחמה 2 רמת גן,"(32.0805245, 34.8126136)",Bialik,0.746477034,500-1000,2023,23-24,23-24 - 500-1000
"[6127, 765]",2023-07-13 00:00:00,514286,514286,דירה בבית קומות,0.285,רמת גן,1950,65,3,"['רמת גן שדרות נחמה 2', 'רמת גן ארלוזורוב 30']",נחמה 2 רמת גן,"(32.0805245, 34.8126136)",Bialik,0.746477034,500-1000,2023,23-24,23-24 - 500-1000
"[6127, 765]",2023-07-13 00:00:00,514284,514284,דירה בבית קומות,0.285,רמת גן,1950,65,3,"['רמת גן שדרות נחמה 2', 'רמת גן ארלוזורוב 30']",נחמה 2 רמת גן,"(32.0805245, 34.8126136)",Bialik,0.746477034,500-1000,2023,23-24,23-24 - 500-1000
"[6126, 132]",2024-07-08 00:00:00,1534000,1534000,דירה בבית קומות,0.043,רמת גן,1950,90,3,['רמת גן נתן 18'],נתן 18 רמת גן,"(32.082056679999994, 34.817191300000005)",Bialik,0.708837094,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 546]",2024-05-27 00:00:00,662500,662500,דירה בבית קומות,0.25,רמת גן,1960,90,3.5,"['רמת גן נתן 23', 'רמת גן הרצל 22']",נתן 23 רמת גן,"(32.0818212, 34.8174058)",Bialik,0.741858322,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 155]",2023-12-31 00:00:00,3270000,3270000,דירה בבית קומות,1,רמת גן,2023,75,3,['רמת גן נתן 3'],נתן 3 רמת גן,"(32.08359983741073, 34.817895068919924)",Bialik,0.627487419,500-1000,2023,23-24,23-24 - 500-1000
"[6126, 155]",2024-01-25 00:00:00,2500000,2500000,דירה בבית קומות,1,רמת גן,2023,59,3,['רמת גן נתן 3'],נתן 3 רמת גן,"(32.08359983741073, 34.817895068919924)",Bialik,0.627487419,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 155]",2024-01-30 00:00:00,2650000,2650000,דירה בבית קומות,1,רמת גן,2023,62,3,['רמת גן נתן 3'],נתן 3 רמת גן,"(32.08359983741073, 34.817895068919924)",Bialik,0.627487419,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 155]",2024-01-18 00:00:00,3730000,3730000,דירה בבית קומות,1,רמת גן,2027,110,4,['רמת גן נתן 3'],נתן 3 רמת גן,"(32.08359983741073, 34.817895068919924)",Bialik,0.627487419,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 155]",2024-03-07 00:00:00,2556288,2556288,דירה בבית קומות,1,רמת גן,2023,62,3,['רמת גן נתן 3'],נתן 3 רמת גן,"(32.08359983741073, 34.817895068919924)",Bialik,0.627487419,500-1000,2024,23-24,23-24 - 500-1000
"[6205, 328]",2024-08-06 00:00:00,2770000,2770000,דירה בבית קומות,1,רמת גן,1970,79,3,"['רמת גן סטרומה 2', 'רמת גן חרות 50']",סטרומה 2 רמת גן,"(32.0912353, 34.8155156)",Bialik,0.50956726,500-1000,2024,23-24,23-24 - 500-1000
"[6205, 753]",2023-02-04 00:00:00,910000,910000,דירה בבית קומות,0.011,רמת גן,2020,70,3,['רמת גן סטרומה 3'],סטרומה 3 רמת גן,"(32.0908847, 34.815803)",Bialik,0.491311891,0-500,2023,23-24,23-24 - 0-500
"[6205, 753]",2023-02-04 00:00:00,390000,390000,דירה בבית קומות,0.005,רמת גן,2020,70,3,['רמת גן סטרומה 3'],סטרומה 3 רמת גן,"(32.0908847, 34.815803)",Bialik,0.491311891,0-500,2023,23-24,23-24 - 0-500
"[6205, 753]",2023-02-04 00:00:00,1625000,1625000,דירה בבית קומות,0.02,רמת גן,2020,70,3,['רמת גן סטרומה 3'],סטרומה 3 רמת גן,"(32.0908847, 34.815803)",Bialik,0.491311891,0-500,2023,23-24,23-24 - 0-500
"[6205, 753]",2023-02-04 00:00:00,97500,97500,דירה בבית קומות,0.001,רמת גן,2020,70,3,['רמת גן סטרומה 3'],סטרומה 3 רמת גן,"(32.0908847, 34.815803)",Bialik,0.491311891,0-500,2023,23-24,23-24 - 0-500
"[6205, 349]",2024-04-17 00:00:00,2150000,2150000,דירה בבית קומות,1,רמת גן,1960,43,2.5,['רמת גן סטרומה 5'],סטרומה 5 רמת גן,"(32.091170149999996, 34.81589719554108)",Bialik,0.522459019,500-1000,2024,23-24,23-24 - 500-1000
"[6205, 351]",2024-01-04 00:00:00,2510000,2510000,דירה בבית קומות,1,רמת גן,1950,65,2.5,['רמת גן סטרומה 7'],סטרומה 7 רמת גן,"(32.09100815, 34.81594891285131)",Bialik,0.510435825,500-1000,2024,23-24,23-24 - 500-1000
"[6110, 261]",2024-03-07 00:00:00,499970,499970,דירה בבית קומות,0.117,תל אביב -יפו,1950,96,3,"['תל אביב-יפו סמטת בארי 7', 'תל אביב-יפו ארלוזורוב 180']",סמטת בארי 7 תל אביב-יפו,"(32.082807, 34.790771)",Arlosoroff,0.562925296,500-1000,2024,23-24,23-24 - 500-1000
"[6110, 261]",2024-03-07 00:00:00,999982,999982,דירה בבית קומות,0.235,תל אביב -יפו,1950,96,3,"['תל אביב-יפו סמטת בארי 7', 'תל אביב-יפו ארלוזורוב 180']",סמטת בארי 7 תל אביב-יפו,"(32.082807, 34.790771)",Arlosoroff,0.562925296,500-1000,2024,23-24,23-24 - 500-1000
"[6110, 261]",2024-03-07 00:00:00,1500080,1500080,דירה בבית קומות,0.352,תל אביב -יפו,1950,96,3,"['תל אביב-יפו סמטת בארי 7', 'תל אביב-יפו ארלוזורוב 180']",סמטת בארי 7 תל אביב-יפו,"(32.082807, 34.790771)",Arlosoroff,0.562925296,500-1000,2024,23-24,23-24 - 500-1000
"[6110, 261]",2024-03-07 00:00:00,749997,749997,דירה בבית קומות,0.176,תל אביב -יפו,1950,96,3,"['תל אביב-יפו סמטת בארי 7', 'תל אביב-יפו ארלוזורוב 180']",סמטת בארי 7 תל אביב-יפו,"(32.082807, 34.790771)",Arlosoroff,0.562925296,500-1000,2024,23-24,23-24 - 500-1000
"[6127, 759]",2022-12-05 00:00:00,1675000,1675000,דירה בבית קומות,0.5,רמת גן,1950,72,2.5,"['רמת גן סמטת המעלות 1', 'רמת גן מעלה הצופים 9']",סמטת המעלות 1 רמת גן,"(32.0816397, 34.8102206)",Bialik,0.669180319,500-1000,2022,21-22,21-22 - 500-1000
"[6127, 157]",2022-09-19 00:00:00,1165000,1165000,מגורים,0.13,רמת גן,0,190,0,['רמת גן סמטת המעלות 5'],סמטת המעלות 5 רמת גן,"(32.081625599999995, 34.81066584541896)",Bialik,0.656420655,500-1000,2022,21-22,21-22 - 500-1000
"[6127, 157]",2022-09-19 00:00:00,1033500,1033500,קוטג' חד משפחתי,0.115,רמת גן,0,190,0,['רמת גן סמטת המעלות 5'],סמטת המעלות 5 רמת גן,"(32.081625599999995, 34.81066584541896)",Bialik,0.656420655,500-1000,2022,21-22,21-22 - 500-1000
"[6127, 157]",2022-09-19 00:00:00,2301500,2301500,קוטג' חד משפחתי,0.255,רמת גן,0,190,0,['רמת גן סמטת המעלות 5'],סמטת המעלות 5 רמת גן,"(32.081625599999995, 34.81066584541896)",Bialik,0.656420655,500-1000,2022,21-22,21-22 - 500-1000
"[6127, 157]",2022-09-19 00:00:00,3335000,3335000,קוטג' דו משפחתי,0.37,רמת גן,0,190,0,['רמת גן סמטת המעלות 5'],סמטת המעלות 5 רמת גן,"(32.081625599999995, 34.81066584541896)",Bialik,0.656420655,500-1000,2022,21-22,21-22 - 500-1000
"[6929, 15]",2021-11-25 00:00:00,200000,200000,דירה בבית קומות,0.041,תל אביב -יפו,1930,120,6,['תל אביב-יפו סמטת נווה צדק 6'],סמטת נווה צדק 6 תל אביב-יפו,"(32.062351, 34.7659)",Elifelet,0.518414925,500-1000,2021,21-22,21-22 - 500-1000
"[6929, 15]",2023-03-01 00:00:00,170000,170000,מחסנים,0.041,תל אביב -יפו,1930,230,0,['תל אביב-יפו סמטת נווה צדק 6'],סמטת נווה צדק 6 תל אביב-יפו,"(32.062351, 34.7659)",Elifelet,0.518414925,500-1000,2023,23-24,23-24 - 500-1000
"[7110, 261]",2023-11-14 00:00:00,3900000,3900000,דירה בבית קומות,1,תל אביב -יפו,1984,98,4,"['תל אביב-יפו סמטת נטע 3', 'תל אביב-יפו עמק ברכה 41']",סמטת נטע 3 תל אביב-יפו,"(32.076187, 34.801493)",Abba Hillel,0.750832362,500-1000,2023,23-24,23-24 - 500-1000
"[7110, 263]",2022-05-09 00:00:00,2075000,2075000,דירה בבית קומות,0.5,תל אביב -יפו,1980,98,4,['תל אביב-יפו סמטת נטע 4'],סמטת נטע 4 תל אביב-יפו,"(32.076377652986004, 34.801519596525)",Abba Hillel,0.72955733,500-1000,2022,21-22,21-22 - 500-1000
"[7110, 211]",2021-11-16 00:00:00,1500000,1500000,דירה בבית קומות,0.5,תל אביב -יפו,1970,90,4,['תל אביב-יפו עליית הנוער 14'],עליית הנוער 14 תל אביב-יפו,"(32.076604, 34.801919)",Abba Hillel,0.699700399,500-1000,2021,21-22,21-22 - 500-1000
"[7110, 230]",2023-02-06 00:00:00,850000,850000,דירה בבית קומות,0.5,תל אביב -יפו,1986,61,3,['תל אביב-יפו עליית הנוער 20'],עליית הנוער 20 תל אביב-יפו,"(32.0709277, 34.7998174)",Sha'ul HaMelekh,0.976798509,500-1000,2023,23-24,23-24 - 500-1000
"[7110, 166]",2021-09-02 00:00:00,2375000,2375000,דירה בבית קומות,1,תל אביב -יפו,1970,64,3,['תל אביב-יפו עליית הנוער 22'],עליית הנוער 22 תל אביב-יפו,"(32.0709277, 34.7998174)",Sha'ul HaMelekh,0.976798509,500-1000,2021,21-22,21-22 - 500-1000
"[7110, 159]",2022-01-16 00:00:00,2080000,2080000,דירה בבית קומות,1,תל אביב -יפו,1970,54,2,"['תל אביב-יפו עליית הנוער 24', 'תל אביב-יפו עליית הנוער 43']",עליית הנוער 24 תל אביב-יפו,"(32.0709277, 34.7998174)",Sha'ul HaMelekh,0.976798509,500-1000,2022,21-22,21-22 - 500-1000
"[7110, 264]",2024-03-13 00:00:00,876667,876666,דירה בבית קומות,0.333,תל אביב -יפו,1970,52,2,"['תל אביב-יפו עמק ברכה 11', 'תל אביב-יפו יגאל אלון 152']",עמק ברכה 11 תל אביב-יפו,"(32.076996, 34.796255)",Sha'ul HaMelekh,0.410585674,0-500,2024,23-24,23-24 - 0-500
"[7110, 264]",2024-03-13 00:00:00,876666,876666,דירה בבית קומות,0.333,תל אביב -יפו,1970,52,2,"['תל אביב-יפו עמק ברכה 11', 'תל אביב-יפו יגאל אלון 152']",עמק ברכה 11 תל אביב-יפו,"(32.076996, 34.796255)",Sha'ul HaMelekh,0.410585674,0-500,2024,23-24,23-24 - 0-500
"[7110, 305]",2022-08-02 00:00:00,3775000,3775000,דירה בבית קומות,1,תל אביב -יפו,1988,86,4,"['תל אביב-יפו עמק ברכה 13', 'תל אביב-יפו טירת צבי 4', 'תל אביב-יפו עמק ברכה 15']",עמק ברכה 13 תל אביב-יפו,"(32.076919, 34.796694)",Sha'ul HaMelekh,0.451150091,0-500,2022,21-22,21-22 - 0-500
"[7110, 305]",2023-02-09 00:00:00,3500000,3500000,דירה בבית קומות,1,תל אביב -יפו,1998,81,4,"['תל אביב-יפו עמק ברכה 13', 'תל אביב-יפו טירת צבי 4', 'תל אביב-יפו עמק ברכה 15']",עמק ברכה 13 תל אביב-יפו,"(32.076919, 34.796694)",Sha'ul HaMelekh,0.451150091,0-500,2023,23-24,23-24 - 0-500
"[7110, 259]",2022-01-05 00:00:00,1150000,1150000,דירה בבית קומות,0.333,תל אביב -יפו,1970,100,4,['תל אביב-יפו עמק ברכה 17'],עמק ברכה 17 תל אביב-יפו,"(32.076792, 34.797262)",Sha'ul HaMelekh,0.503942632,500-1000,2022,21-22,21-22 - 500-1000
"[7110, 226]",2022-03-29 00:00:00,1180000,1180000,דירה בבית קומות,0.333,תל אביב -יפו,1970,110,4,['תל אביב-יפו עמק ברכה 19'],עמק ברכה 19 תל אביב-יפו,"(32.076696, 34.797538)",Sha'ul HaMelekh,0.529721858,500-1000,2022,21-22,21-22 - 500-1000
"[7110, 226]",2023-11-15 00:00:00,1637500,1637500,דירה בבית קומות,0.5,תל אביב -יפו,1970,114,3,['תל אביב-יפו עמק ברכה 19'],עמק ברכה 19 תל אביב-יפו,"(32.076696, 34.797538)",Sha'ul HaMelekh,0.529721858,500-1000,2023,23-24,23-24 - 500-1000
"[7110, 221]",2022-03-09 00:00:00,3000000,3000000,דירה בבית קומות,1,תל אביב -יפו,1970,90,4,"['תל אביב-יפו עמק ברכה 23', 'תל אביב-יפו עמק ברכה 25', 'תל אביב-יפו אהרון בנימיני 2']",עמק ברכה 23 תל אביב-יפו,"(32.076425, 34.798522)",Arlosoroff,0.591263618,500-1000,2022,21-22,21-22 - 500-1000
"[7110, 221]",2023-03-22 00:00:00,3420000,3420000,דירה בבית קומות,1,תל אביב -יפו,1970,68,3,"['תל אביב-יפו עמק ברכה 23', 'תל אביב-יפו עמק ברכה 25', 'תל אביב-יפו אהרון בנימיני 2']",עמק ברכה 23 תל אביב-יפו,"(32.076425, 34.798522)",Arlosoroff,0.591263618,500-1000,2023,23-24,23-24 - 500-1000
"[7110, 221]",2024-03-27 00:00:00,3500000,3500000,דירה בבית קומות,1,תל אביב -יפו,1970,107,4,"['תל אביב-יפו עמק ברכה 23', 'תל אביב-יפו עמק ברכה 25', 'תל אביב-יפו אהרון בנימיני 2']",עמק ברכה 23 תל אביב-יפו,"(32.076425, 34.798522)",Arlosoroff,0.591263618,500-1000,2024,23-24,23-24 - 500-1000
"[7110, 222]",2023-08-31 00:00:00,3303000,3303000,דירה בבית קומות,1,תל אביב -יפו,1980,88,4,['תל אביב-יפו עמק ברכה 27'],עמק ברכה 27 תל אביב-יפו,"(32.076219, 34.799194)",Arlosoroff,0.635338903,500-1000,2023,23-24,23-24 - 500-1000
"[7110, 222]",2023-09-12 00:00:00,3300000,3300000,דירה בבית קומות,1,תל אביב -יפו,1970,91,4,['תל אביב-יפו עמק ברכה 27'],עמק ברכה 27 תל אביב-יפו,"(32.076219, 34.799194)",Arlosoroff,0.635338903,500-1000,2023,23-24,23-24 - 500-1000
"[7110, 359]",2022-03-01 00:00:00,4250000,4250000,דירה בבית קומות,1,תל אביב -יפו,2010,129,5,"['תל אביב-יפו עמק ברכה 29', 'תל אביב-יפו זימן 5']",עמק ברכה 29 תל אביב-יפו,"(32.076026, 34.79954)",Arlosoroff,0.668283925,500-1000,2022,21-22,21-22 - 500-1000
"[7110, 359]",2023-03-28 00:00:00,4350000,4350000,דירה בבית קומות,1,תל אביב -יפו,2012,128,5,"['תל אביב-יפו עמק ברכה 29', 'תל אביב-יפו זימן 5']",עמק ברכה 29 תל אביב-יפו,"(32.076026, 34.79954)",Arlosoroff,0.668283925,500-1000,2023,23-24,23-24 - 500-1000
"[7110, 359]",2024-01-16 00:00:00,3292000,3292000,דירת גג,0.397,תל אביב -יפו,2014,199,5,"['תל אביב-יפו עמק ברכה 29', 'תל אביב-יפו זימן 5']",עמק ברכה 29 תל אביב-יפו,"(32.076026, 34.79954)",Arlosoroff,0.668283925,500-1000,2024,23-24,23-24 - 500-1000
"[7110, 359]",2024-01-16 00:00:00,5008000,5008000,דירת גג,0.602,תל אביב -יפו,2014,199,5,"['תל אביב-יפו עמק ברכה 29', 'תל אביב-יפו זימן 5']",עמק ברכה 29 תל אביב-יפו,"(32.076026, 34.79954)",Arlosoroff,0.668283925,500-1000,2024,23-24,23-24 - 500-1000
"[7110, 204]",2021-10-24 00:00:00,2825000,2825000,דירה בבית קומות,1,תל אביב -יפו,1970,80,3,"['תל אביב-יפו עמק ברכה 39', 'תל אביב-יפו עמק ברכה 39', 'תל אביב-יפו עמק ברכה 39']",עמק ברכה 39 תל אביב-יפו,"(32.075636, 34.800884)",Arlosoroff,0.767522429,500-1000,2021,21-22,21-22 - 500-1000
"[7110, 204]",2022-02-15 00:00:00,1512500,1512500,דירה בבית קומות,0.5,תל אביב -יפו,1970,85,3,"['תל אביב-יפו עמק ברכה 39', 'תל אביב-יפו עמק ברכה 39', 'תל אביב-יפו עמק ברכה 39']",עמק ברכה 39 תל אביב-יפו,"(32.075636, 34.800884)",Arlosoroff,0.767522429,500-1000,2022,21-22,21-22 - 500-1000
"[6167, 582]",2023-09-13 00:00:00,4846000,4846000,דירה בבית קומות,0.7,גבעתיים,1992,145,6,"['גבעתיים ערבי נחל 15', 'גבעתיים ערבי נחל 15', 'גבעתיים ערבי נחל 17', 'גבעתיים בורוכוב 1', 'גבעתיים בורוכוב 3']",ערבי נחל 15 גבעתיים,"(32.0797884, 34.7985688)",Arlosoroff,0.268960326,0-500,2023,23-24,23-24 - 0-500
"[6167, 582]",2023-09-13 00:00:00,2079000,2079000,דירה בבית קומות,0.3,גבעתיים,1992,145,6,"['גבעתיים ערבי נחל 15', 'גבעתיים ערבי נחל 15', 'גבעתיים ערבי נחל 17', 'גבעתיים בורוכוב 1', 'גבעתיים בורוכוב 3']",ערבי נחל 15 גבעתיים,"(32.0797884, 34.7985688)",Arlosoroff,0.268960326,0-500,2023,23-24,23-24 - 0-500
"[6167, 582]",2024-08-18 00:00:00,4425000,4425000,דירה בבית קומות,1,גבעתיים,1993,138,5,"['גבעתיים ערבי נחל 15', 'גבעתיים ערבי נחל 15', 'גבעתיים ערבי נחל 17', 'גבעתיים בורוכוב 1', 'גבעתיים בורוכוב 3']",ערבי נחל 15 גבעתיים,"(32.0797884, 34.7985688)",Arlosoroff,0.268960326,0-500,2024,23-24,23-24 - 0-500
"[6167, 651]",2024-01-14 00:00:00,26411000,26411000,מגורים,1,תל אביב -יפו,0,508,0,"['תל אביב-יפו ערבי נחל 28', 'תל אביב-יפו ערבי נחל 28']",ערבי נחל 28 תל אביב-יפו,"(32.077843, 34.801541)",Abba Hillel,0.569201004,500-1000,2024,23-24,23-24 - 500-1000
"[7110, 183]",2021-10-28 00:00:00,1233333,1233333,דירה בבית קומות,0.333,תל אביב -יפו,1970,139,4,"['תל אביב-יפו פאת השולחן 3', 'תל אביב-יפו יגאל אלון 170']",פאת השולחן 3 תל אביב-יפו,"(32.078763, 34.79893)",Arlosoroff,0.377117158,0-500,2021,21-22,21-22 - 0-500
"[7110, 183]",2024-06-05 00:00:00,1247000,1247000,דירה בבית קומות,1,תל אביב -יפו,1970,58,3,"['תל אביב-יפו פאת השולחן 3', 'תל אביב-יפו יגאל אלון 170']",פאת השולחן 3 תל אביב-יפו,"(32.078763, 34.79893)",Arlosoroff,0.377117158,0-500,2024,23-24,23-24 - 0-500
"[6111, 465]",2024-01-16 00:00:00,6250000,6250000,דירה בבית קומות,1,תל אביב -יפו,1960,93,4,['תל אביב-יפו פומבדיתא 17'],פומבדיתא 17 תל אביב-יפו,"(32.082668, 34.788057)",Sha'ul HaMelekh,0.763182573,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 505]",2024-06-16 00:00:00,3600000,3600000,דירה בבית קומות,1,תל אביב -יפו,1950,44,2,['תל אביב-יפו פומבדיתא 20'],פומבדיתא 20 תל אביב-יפו,"(32.082157, 34.788258)",Sha'ul HaMelekh,0.704429161,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 508]",2024-04-10 00:00:00,4100000,4100000,דירה בבית קומות,1,תל אביב -יפו,1950,62,3,['תל אביב-יפו פומבדיתא 26'],פומבדיתא 26 תל אביב-יפו,"(32.082605, 34.788297)",Sha'ul HaMelekh,0.746382567,500-1000,2024,23-24,23-24 - 500-1000
"[6929, 215]",2022-05-03 00:00:00,1627000,1627000,דירה בבית קומות,1,תל אביב -יפו,2013,86,3,"['תל אביב-יפו פינס 20', 'תל אביב-יפו שבזי 40', 'תל אביב-יפו פינס 18']",פינס 20 תל אביב-יפו,"(32.06247, 34.766531)",Elifelet,0.562486254,500-1000,2022,21-22,21-22 - 500-1000
"[6929, 215]",2022-05-03 00:00:00,4603000,4603000,דירה בבית קומות,1,תל אביב -יפו,2013,86,3,"['תל אביב-יפו פינס 20', 'תל אביב-יפו שבזי 40', 'תל אביב-יפו פינס 18']",פינס 20 תל אביב-יפו,"(32.06247, 34.766531)",Elifelet,0.562486254,500-1000,2022,21-22,21-22 - 500-1000
"[6205, 173]",2023-06-08 00:00:00,2575000,2575000,דירה בבית קומות,1,רמת גן,1970,70,3,"['רמת גן פני הגבעה 10', 'רמת גן הרימון 12']",פני הגבעה 10 רמת גן,"(32.0884919, 34.8097739)",Bialik,0.318643769,0-500,2023,23-24,23-24 - 0-500
"[6205, 156]",2023-06-14 00:00:00,1600000,1600000,דירה בבית קומות,1,רמת גן,1960,38,1.5,"['רמת גן פני הגבעה 13', 'רמת גן הרימון 14']",פני הגבעה 13 רמת גן,"(32.0884919, 34.8097739)",Bialik,0.318643769,0-500,2023,23-24,23-24 - 0-500
"[6205, 102]",2023-05-17 00:00:00,833333,833333,דירה בבית קומות,0.333,רמת גן,1950,63,2,"['רמת גן פני הגבעה 2', 'רמת גן דרך אבא הלל 52']",פני הגבעה 2 רמת גן,"(32.0884919, 34.8097739)",Bialik,0.318643769,0-500,2023,23-24,23-24 - 0-500
"[6205, 751]",2024-08-08 00:00:00,3285000,3285000,דירה בבית קומות,1,רמת גן,2021,71,3.5,['רמת גן פני הגבעה 27'],פני הגבעה 27 רמת גן,"(32.0884919, 34.8097739)",Bialik,0.318643769,0-500,2024,23-24,23-24 - 0-500
"[6205, 751]",2023-07-26 00:00:00,2720000,2720000,דירה בבית קומות,1,רמת גן,2021,58,3,['רמת גן פני הגבעה 27'],פני הגבעה 27 רמת גן,"(32.0884919, 34.8097739)",Bialik,0.318643769,0-500,2023,23-24,23-24 - 0-500
"[6205, 751]",2023-07-30 00:00:00,393750,393750,דירה בבית קומות,0.125,רמת גן,2004,82,3,['רמת גן פני הגבעה 27'],פני הגבעה 27 רמת גן,"(32.0884919, 34.8097739)",Bialik,0.318643769,0-500,2023,23-24,23-24 - 0-500
"[6205, 751]",2023-07-30 00:00:00,787500,787500,דירה בבית קומות,0.25,רמת גן,2004,82,3,['רמת גן פני הגבעה 27'],פני הגבעה 27 רמת גן,"(32.0884919, 34.8097739)",Bialik,0.318643769,0-500,2023,23-24,23-24 - 0-500
"[6205, 751]",2023-07-30 00:00:00,400000,400000,דירה בבית קומות,0.125,רמת גן,2020,92,3,['רמת גן פני הגבעה 27'],פני הגבעה 27 רמת גן,"(32.0884919, 34.8097739)",Bialik,0.318643769,0-500,2023,23-24,23-24 - 0-500
"[6205, 116]",2023-07-16 00:00:00,1100000,1100000,דירה בבית קומות,0.5,רמת גן,1985,56,3,['רמת גן פני הגבעה 9'],פני הגבעה 9 רמת גן,"(32.0884919, 34.8097739)",Bialik,0.318643769,0-500,2023,23-24,23-24 - 0-500
"[6127, 870]",2022-08-11 00:00:00,950000,950000,דירה בבית קומות,0.5,רמת גן,1960,44,2,"['רמת גן שמעון פרוג 2', 'רמת גן ארלוזורוב 29', 'רמת גן ארלוזורוב 31', 'רמת גן שמעון פרוג 2', 'רמת גן ארלוזורוב 29']",פרוג 2 רמת גן,"(32.0801271, 34.8115658)",Bialik,0.799110502,500-1000,2022,21-22,21-22 - 500-1000
"[6127, 870]",2022-09-13 00:00:00,649999,649999,דירה בבית קומות,0.333,רמת גן,1960,40,2,"['רמת גן שמעון פרוג 2', 'רמת גן ארלוזורוב 29', 'רמת גן ארלוזורוב 31', 'רמת גן שמעון פרוג 2', 'רמת גן ארלוזורוב 29']",פרוג 2 רמת גן,"(32.0801271, 34.8115658)",Bialik,0.799110502,500-1000,2022,21-22,21-22 - 500-1000
"[6127, 987]",2023-07-20 00:00:00,2950000,2950000,דירה בבית קומות,1,רמת גן,2022,71,2,['רמת גן שמעון פרוג 3'],פרוג 3 רמת גן,"(32.0801271, 34.8115658)",Bialik,0.799110502,500-1000,2023,23-24,23-24 - 500-1000
"[6127, 987]",2024-01-31 00:00:00,5800000,5800000,דירה בבית קומות,1,רמת גן,2022,153,5,['רמת גן שמעון פרוג 3'],פרוג 3 רמת גן,"(32.0801271, 34.8115658)",Bialik,0.799110502,500-1000,2024,23-24,23-24 - 500-1000
"[6127, 987]",2024-03-04 00:00:00,3250000,3250000,דירה בבית קומות,1,רמת גן,2022,90,4,['רמת גן שמעון פרוג 3'],פרוג 3 רמת גן,"(32.0801271, 34.8115658)",Bialik,0.799110502,500-1000,2024,23-24,23-24 - 500-1000
"[6127, 987]",2024-05-08 00:00:00,2540000,2540000,דירה בבית קומות,1,רמת גן,2022,57,2,['רמת גן שמעון פרוג 3'],פרוג 3 רמת גן,"(32.0801271, 34.8115658)",Bialik,0.799110502,500-1000,2024,23-24,23-24 - 500-1000
"[6127, 818]",2023-11-16 00:00:00,3350000,3350000,דירה בבית קומות,1,רמת גן,2024,83,3,['רמת גן שמעון פרוג 5'],פרוג 5 רמת גן,"(32.080184200000005, 34.81196324999999)",Bialik,0.788119378,500-1000,2023,23-24,23-24 - 500-1000
"[6127, 818]",2023-12-31 00:00:00,2740000,2740000,דירה בבית קומות,1,רמת גן,2024,68,3,['רמת גן שמעון פרוג 5'],פרוג 5 רמת גן,"(32.080184200000005, 34.81196324999999)",Bialik,0.788119378,500-1000,2023,23-24,23-24 - 500-1000
"[6127, 818]",2024-04-04 00:00:00,4391523,4391523,דירה בבית קומות,1,רמת גן,2024,114,5,['רמת גן שמעון פרוג 5'],פרוג 5 רמת גן,"(32.080184200000005, 34.81196324999999)",Bialik,0.788119378,500-1000,2024,23-24,23-24 - 500-1000
"[6127, 818]",2024-06-19 00:00:00,3650000,3650000,דירה בבית קומות,1,רמת גן,2024,90,4,['רמת גן שמעון פרוג 5'],פרוג 5 רמת גן,"(32.080184200000005, 34.81196324999999)",Bialik,0.788119378,500-1000,2024,23-24,23-24 - 500-1000
"[6127, 818]",2024-05-22 00:00:00,5270522,5270522,דירה בבית קומות,1,רמת גן,2024,140,5,['רמת גן שמעון פרוג 5'],פרוג 5 רמת גן,"(32.080184200000005, 34.81196324999999)",Bialik,0.788119378,500-1000,2024,23-24,23-24 - 500-1000
"[6127, 470]",2023-03-21 00:00:00,760000,760000,דירה בבית קומות,0.2,רמת גן,1970,125,4,['רמת גן שמעון פרוג 7'],פרוג 7 רמת גן,"(32.07998025, 34.811790790809766)",Bialik,0.81240504,500-1000,2023,23-24,23-24 - 500-1000
"[6127, 470]",2023-06-19 00:00:00,760000,760000,דירה בבית קומות,0.2,רמת גן,1970,125,4,['רמת גן שמעון פרוג 7'],פרוג 7 רמת גן,"(32.07998025, 34.811790790809766)",Bialik,0.81240504,500-1000,2023,23-24,23-24 - 500-1000
