policy_number,sale_date,product_value_,sale_value_nis,nature,percentage_of_sale,city,year_of_construction,area,bedrooms,addresses,address,coordinates,closest_direct_address,direct_distance_km,class,sale_year,sale_year_range,subgroup
"[6127, 470]",2024-05-16 00:00:00,760000,760000,דירה בבית קומות,0.2,רמת גן,1970,125,4,['רמת גן שמעון פרוג 7'],פרוג 7 רמת גן,"(32.07998025, 34.811790790809766)",Bialik,0.81240504,500-1000,2024,23-24,23-24 - 500-1000
"[6205, 283]",2023-07-10 00:00:00,534812,534812,דירה בבית קומות,0.25,רמת גן,1960,75,2.5,"['רמת גן צוריאל 2', 'רמת גן דרך אבא הלל 24']",צוריאל 2 רמת גן,"(32.087782, 34.8068882)",Bialik,0.563033837,500-1000,2023,23-24,23-24 - 500-1000
"[6205, 283]",2023-07-10 00:00:00,178270,178270,דירה בבית קומות,0.083,רמת גן,1960,75,2.5,"['רמת גן צוריאל 2', 'רמת גן דרך אבא הלל 24']",צוריאל 2 רמת גן,"(32.087782, 34.8068882)",Bialik,0.563033837,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 138]",2023-04-17 00:00:00,130900,130900,דירה בבית קומות,0.85,תל אביב -יפו,1930,84,4,['תל אביב-יפו צייטלין 10'],צייטלין 10 תל אביב-יפו,"(32.079277, 34.782603)",Sha'ul HaMelekh,0.928182777,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 138]",2023-04-17 00:00:00,23100,23100,דירה בבית קומות,0.15,תל אביב -יפו,1930,84,4,['תל אביב-יפו צייטלין 10'],צייטלין 10 תל אביב-יפו,"(32.079277, 34.782603)",Sha'ul HaMelekh,0.928182777,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 138]",2023-04-17 00:00:00,4119100,4119100,דירה בבית קומות,0.001,תל אביב -יפו,1930,84,4,['תל אביב-יפו צייטלין 10'],צייטלין 10 תל אביב-יפו,"(32.079277, 34.782603)",Sha'ul HaMelekh,0.928182777,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 138]",2023-04-17 00:00:00,726900,726900,דירה בבית קומות,0.001,תל אביב -יפו,1930,84,4,['תל אביב-יפו צייטלין 10'],צייטלין 10 תל אביב-יפו,"(32.079277, 34.782603)",Sha'ul HaMelekh,0.928182777,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 138]",2024-01-23 00:00:00,4800000,4800000,דירה בבית קומות,1,תל אביב -יפו,1940,87,3,['תל אביב-יפו צייטלין 10'],צייטלין 10 תל אביב-יפו,"(32.079277, 34.782603)",Sha'ul HaMelekh,0.928182777,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 136]",2023-12-19 00:00:00,4800000,4800000,דירה בבית קומות,1,תל אביב -יפו,1970,91,3,['תל אביב-יפו צייטלין 12'],צייטלין 12 תל אביב-יפו,"(32.079252, 34.78286)",Sha'ul HaMelekh,0.904303923,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 409]",2022-11-10 00:00:00,6200000,6200000,דירה בבית קומות,1,תל אביב -יפו,2023,85,3,"['תל אביב-יפו צייטלין 15', 'תל אביב-יפו דובנוב 28']",צייטלין 15 תל אביב-יפו,"(32.079453, 34.783534)",Sha'ul HaMelekh,0.852250593,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 409]",2023-04-20 00:00:00,3300000,3300000,דירה בבית קומות,0.92,תל אביב -יפו,0,51,0,"['תל אביב-יפו צייטלין 15', 'תל אביב-יפו דובנוב 28']",צייטלין 15 תל אביב-יפו,"(32.079453, 34.783534)",Sha'ul HaMelekh,0.852250593,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 115]",2024-06-26 00:00:00,6000000,6000000,דירה בבית קומות,1,תל אביב -יפו,2029,47,3,"['תל אביב-יפו צייטלין 21', 'תל אביב-יפו צייטלין 21']",צייטלין 21 תל אביב-יפו,"(32.079397, 34.784313)",Sha'ul HaMelekh,0.781864666,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 115]",2024-04-21 00:00:00,3190000,3190000,דירה בבית קומות,1,תל אביב -יפו,2029,48,2,"['תל אביב-יפו צייטלין 21', 'תל אביב-יפו צייטלין 21']",צייטלין 21 תל אביב-יפו,"(32.079397, 34.784313)",Sha'ul HaMelekh,0.781864666,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 118]",2022-10-23 00:00:00,17400000,21000000,קומבינציה,0.5,תל אביב -יפו,1946,600,30,"['תל אביב-יפו צייטלין 27', 'תל אביב-יפו צייטלין 27']",צייטלין 27 תל אביב-יפו,"(32.079336, 34.785005)",Sha'ul HaMelekh,0.719392671,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 469]",2024-02-28 00:00:00,5400000,5400000,דירה בבית קומות,1,תל אביב -יפו,2026,78,3,['תל אביב-יפו צייטלין 5'],צייטלין 5 תל אביב-יפו,"(32.079561, 34.782087)",Sha'ul HaMelekh,0.984470586,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 597]",2022-12-20 00:00:00,5300000,5300000,דירה בבית קומות,1,תל אביב -יפו,2022,71,3,['תל אביב-יפו צייטלין 7'],צייטלין 7 תל אביב-יפו,"(32.079543, 34.782329)",Sha'ul HaMelekh,0.962264222,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 140]",2022-12-08 00:00:00,5100000,5100000,דירה בבית קומות,1,תל אביב -יפו,1930,83,3,['תל אביב-יפו צייטלין 8'],צייטלין 8 תל אביב-יפו,"(32.079292, 34.782346)",Sha'ul HaMelekh,0.951744201,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 140]",2024-05-02 00:00:00,2500000,2500000,דירה בבית קומות,0.5,תל אביב -יפו,1930,83,3,['תל אביב-יפו צייטלין 8'],צייטלין 8 תל אביב-יפו,"(32.079292, 34.782346)",Sha'ul HaMelekh,0.951744201,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 512]",2022-12-05 00:00:00,4000000,4000000,דירה בבית קומות,1,תל אביב -יפו,2023,66,3,['תל אביב-יפו צייטלין 9'],צייטלין 9 תל אביב-יפו,"(32.079538, 34.782556)",Sha'ul HaMelekh,0.941916941,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 512]",2022-12-11 00:00:00,5700000,5700000,דירה בבית קומות,1,תל אביב -יפו,2023,89,3,['תל אביב-יפו צייטלין 9'],צייטלין 9 תל אביב-יפו,"(32.079538, 34.782556)",Sha'ul HaMelekh,0.941916941,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 512]",2023-05-17 00:00:00,3800000,3800000,דירה בבית קומות,1,תל אביב -יפו,2023,62,2,['תל אביב-יפו צייטלין 9'],צייטלין 9 תל אביב-יפו,"(32.079538, 34.782556)",Sha'ul HaMelekh,0.941916941,500-1000,2023,23-24,23-24 - 500-1000
"[6126, 438]",2021-12-13 00:00:00,2070000,2070000,דירה בבית קומות,1,רמת גן,1960,72,3,"['רמת גן קלאוזנר 14', 'רמת גן קלאוזנר 12', 'רמת גן ביאליק 22']",קלאוזנר 14 רמת גן,"(32.0809216, 34.8161152)",Bialik,0.768014244,500-1000,2021,21-22,21-22 - 500-1000
"[6126, 441]",2024-06-20 00:00:00,483333,483333,דירה בבית קומות,0.166,רמת גן,1998,81,4,"['רמת גן קלאוזנר 8', 'רמת גן שילה 24']",קלאוזנר 8 רמת גן,"(32.0809216, 34.8161152)",Bialik,0.768014244,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 250]",2022-09-07 00:00:00,4500000,4500000,דירה בבית קומות,1,תל אביב -יפו,1950,87,3,['תל אביב-יפו קפלן 3'],קפלן 3 תל אביב-יפו,"(32.073677, 34.7823)",Yehudit,0.698396717,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 582]",2022-10-27 00:00:00,4408030,4408030,דירה בבית קומות,1,תל אביב -יפו,2025,58,2,"['תל אביב-יפו קפלן 6', 'תל אביב-יפו קפלן 6', 'תל אביב-יפו איתמר בן-אב""י 6']",קפלן 6 תל אביב-יפו,"(32.073252, 34.782941)",Yehudit,0.62187515,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 582]",2022-10-24 00:00:00,6764000,6764000,דירה בבית קומות,1,תל אביב -יפו,2025,89,3,"['תל אביב-יפו קפלן 6', 'תל אביב-יפו קפלן 6', 'תל אביב-יפו איתמר בן-אב""י 6']",קפלן 6 תל אביב-יפו,"(32.073252, 34.782941)",Yehudit,0.62187515,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 582]",2022-10-27 00:00:00,8610000,8610000,דירה בבית קומות,1,תל אביב -יפו,2025,112,4,"['תל אביב-יפו קפלן 6', 'תל אביב-יפו קפלן 6', 'תל אביב-יפו איתמר בן-אב""י 6']",קפלן 6 תל אביב-יפו,"(32.073252, 34.782941)",Yehudit,0.62187515,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 582]",2023-01-31 00:00:00,4200000,4200000,דירה בבית קומות,1,תל אביב -יפו,2025,58,2,"['תל אביב-יפו קפלן 6', 'תל אביב-יפו קפלן 6', 'תל אביב-יפו איתמר בן-אב""י 6']",קפלן 6 תל אביב-יפו,"(32.073252, 34.782941)",Yehudit,0.62187515,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 582]",2023-01-31 00:00:00,4252535,4252535,דירה בבית קומות,1,תל אביב -יפו,2025,58,2,"['תל אביב-יפו קפלן 6', 'תל אביב-יפו קפלן 6', 'תל אביב-יפו איתמר בן-אב""י 6']",קפלן 6 תל אביב-יפו,"(32.073252, 34.782941)",Yehudit,0.62187515,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 582]",2023-02-28 00:00:00,15840000,15840000,דירה בבית קומות,1,תל אביב -יפו,2025,197,4,"['תל אביב-יפו קפלן 6', 'תל אביב-יפו קפלן 6', 'תל אביב-יפו איתמר בן-אב""י 6']",קפלן 6 תל אביב-יפו,"(32.073252, 34.782941)",Yehudit,0.62187515,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 582]",2023-03-01 00:00:00,12800000,12800000,דירה בבית קומות,1,תל אביב -יפו,2025,160,5,"['תל אביב-יפו קפלן 6', 'תל אביב-יפו קפלן 6', 'תל אביב-יפו איתמר בן-אב""י 6']",קפלן 6 תל אביב-יפו,"(32.073252, 34.782941)",Yehudit,0.62187515,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 582]",2023-02-28 00:00:00,15840000,15840000,דירה בבית קומות,1,תל אביב -יפו,2025,197,5,"['תל אביב-יפו קפלן 6', 'תל אביב-יפו קפלן 6', 'תל אביב-יפו איתמר בן-אב""י 6']",קפלן 6 תל אביב-יפו,"(32.073252, 34.782941)",Yehudit,0.62187515,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 582]",2023-05-09 00:00:00,12800000,12800000,דירה בבית קומות,1,תל אביב -יפו,2025,159,4,"['תל אביב-יפו קפלן 6', 'תל אביב-יפו קפלן 6', 'תל אביב-יפו איתמר בן-אב""י 6']",קפלן 6 תל אביב-יפו,"(32.073252, 34.782941)",Yehudit,0.62187515,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 582]",2023-06-04 00:00:00,10211000,10211000,דירה בבית קומות,1,תל אביב -יפו,2025,121,4,"['תל אביב-יפו קפלן 6', 'תל אביב-יפו קפלן 6', 'תל אביב-יפו איתמר בן-אב""י 6']",קפלן 6 תל אביב-יפו,"(32.073252, 34.782941)",Yehudit,0.62187515,500-1000,2023,23-24,23-24 - 500-1000
"[6126, 149]",2023-11-09 00:00:00,2705000,2705000,דירה בבית קומות,1,רמת גן,2019,77,3,['רמת גן קריניצי 11'],קריניצי 11 רמת גן,"(32.086853, 34.8201464)",Ben Gurion,0.560404208,500-1000,2023,23-24,23-24 - 500-1000
"[6126, 495]",2024-08-20 00:00:00,2750000,2750000,דירה בבית קומות,1,רמת גן,1960,86,4,['רמת גן קריניצי 24'],קריניצי 24 רמת גן,"(32.07980018333333, 34.81689135)",Bialik,0.911540784,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 652]",2024-03-24 00:00:00,3660000,1220000,דירה בבית קומות,0.333,רמת גן,2017,112,4,"['רמת גן קריניצי 33', 'רמת גן הרצל 13', 'רמת גן קריניצי 33', 'רמת גן הרצל 13']",קריניצי 33 רמת גן,"(32.086853, 34.8201464)",Ben Gurion,0.560404208,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 293]",2023-10-12 00:00:00,1290644,1290644,דירה בבית קומות,0.018,רמת גן,2021,65,3,['רמת גן קריניצי 51'],קריניצי 51 רמת גן,"(32.08306234444444, 34.81912241111111)",Bialik,0.755016308,500-1000,2023,23-24,23-24 - 500-1000
"[6126, 634]",2023-10-22 00:00:00,2690000,2690000,דירה בבית קומות,1,רמת גן,2015,93,4,['רמת גן קריניצי 55'],קריניצי 55 רמת גן,"(32.08345312222222, 34.819237055555554)",Bialik,0.737996958,500-1000,2023,23-24,23-24 - 500-1000
"[6126, 528]",2024-01-25 00:00:00,2680000,2680000,דירה בבית קומות,1,רמת גן,2023,70,3,"['רמת גן קריניצי 56', 'רמת גן הזיתים 14']",קריניצי 56 רמת גן,"(32.08264812857143, 34.819297757142856)",Bialik,0.796763434,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 528]",2024-02-08 00:00:00,2656288,2650000,דירה בבית קומות,1,רמת גן,2023,70,3,"['רמת גן קריניצי 56', 'רמת גן הזיתים 14']",קריניצי 56 רמת גן,"(32.08264812857143, 34.819297757142856)",Bialik,0.796763434,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 528]",2024-04-10 00:00:00,2700000,2700000,דירה בבית קומות,1,רמת גן,2023,75,3,"['רמת גן קריניצי 56', 'רמת גן הזיתים 14']",קריניצי 56 רמת גן,"(32.08264812857143, 34.819297757142856)",Bialik,0.796763434,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 528]",2024-04-15 00:00:00,4420000,4420000,דירה בבית קומות,1,רמת גן,2023,117,4,"['רמת גן קריניצי 56', 'רמת גן הזיתים 14']",קריניצי 56 רמת גן,"(32.08264812857143, 34.819297757142856)",Bialik,0.796763434,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 528]",2024-06-06 00:00:00,2700000,2700000,דירה בבית קומות,1,רמת גן,2023,75,3,"['רמת גן קריניצי 56', 'רמת גן הזיתים 14']",קריניצי 56 רמת גן,"(32.08264812857143, 34.819297757142856)",Bialik,0.796763434,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 528]",2024-06-23 00:00:00,2680000,2680000,דירה בבית קומות,1,רמת גן,2023,71,3,"['רמת גן קריניצי 56', 'רמת גן הזיתים 14']",קריניצי 56 רמת גן,"(32.08264812857143, 34.819297757142856)",Bialik,0.796763434,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 528]",2024-07-08 00:00:00,3100000,3100000,דירה בבית קומות,1,רמת גן,2023,71,3,"['רמת גן קריניצי 56', 'רמת גן הזיתים 14']",קריניצי 56 רמת גן,"(32.08264812857143, 34.819297757142856)",Bialik,0.796763434,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 414]",2023-12-05 00:00:00,570000,570000,דירה בבית קומות,0.2,רמת גן,1970,117,3,"['רמת גן קריניצי 66', 'רמת גן הזיתים 2']",קריניצי 66 רמת גן,"(32.0835332, 34.8195529)",Bialik,0.757792278,500-1000,2023,23-24,23-24 - 500-1000
"[6167, 265]",2023-09-07 00:00:00,9800000,9800000,דירה בבית קומות,1,גבעתיים,2021,175,7,['גבעתיים קרן קיימת לישראל 14'],קרן קיימת לישראל 14 גבעתיים,"(32.0744107, 34.806475)",Abba Hillel,1.003520106,1000+,2023,23-24,23-24 - 1000+
"[6167, 265]",2023-12-18 00:00:00,4940000,4940000,דירה בבית קומות,1,גבעתיים,2021,140,4,['גבעתיים קרן קיימת לישראל 14'],קרן קיימת לישראל 14 גבעתיים,"(32.0744107, 34.806475)",Abba Hillel,1.003520106,1000+,2023,23-24,23-24 - 1000+
"[6167, 81]",2024-02-05 00:00:00,550000,550000,דירה בבית קומות,0.17,גבעתיים,2000,100,4,['גבעתיים קרן קיימת לישראל 14'],קרן קיימת לישראל 14 גבעתיים,"(32.0744107, 34.806475)",Abba Hillel,1.003520106,1000+,2024,23-24,23-24 - 1000+
"[6167, 652]",2023-08-31 00:00:00,15000,15000,מחסנים,1,גבעתיים,2023,11,0,"['גבעתיים קרן קיימת לישראל 3', 'גבעתיים קרן קיימת לישראל 1']",קרן קיימת לישראל 3 גבעתיים,"(32.0744107, 34.806475)",Abba Hillel,1.003520106,1000+,2023,23-24,23-24 - 1000+
"[6167, 652]",2023-09-14 00:00:00,10000,10000,מחסנים,1,גבעתיים,2022,1,0,"['גבעתיים קרן קיימת לישראל 3', 'גבעתיים קרן קיימת לישראל 1']",קרן קיימת לישראל 3 גבעתיים,"(32.0744107, 34.806475)",Abba Hillel,1.003520106,1000+,2023,23-24,23-24 - 1000+
"[6167, 652]",2023-09-19 00:00:00,15000,15000,מחסנים,1,גבעתיים,2023,1,0,"['גבעתיים קרן קיימת לישראל 3', 'גבעתיים קרן קיימת לישראל 1']",קרן קיימת לישראל 3 גבעתיים,"(32.0744107, 34.806475)",Abba Hillel,1.003520106,1000+,2023,23-24,23-24 - 1000+
"[6205, 144]",2022-09-05 00:00:00,3270000,3270000,דירה בבית קומות,1,רמת גן,2001,77,4,['רמת גן רוקח 13'],רוקח 13 רמת גן,"(32.0885807, 34.8105082)",Bialik,0.263195605,0-500,2022,21-22,21-22 - 0-500
"[6205, 144]",2023-06-26 00:00:00,1770000,1770000,דירה בבית קומות,1,רמת גן,2005,31,2,['רמת גן רוקח 13'],רוקח 13 רמת גן,"(32.0885807, 34.8105082)",Bialik,0.263195605,0-500,2023,23-24,23-24 - 0-500
"[6205, 598]",2023-08-01 00:00:00,3020000,3020000,דירה בבית קומות,1,רמת גן,2018,80,4,['רמת גן רוקח 15'],רוקח 15 רמת גן,"(32.0885807, 34.8105082)",Bialik,0.263195605,0-500,2023,23-24,23-24 - 0-500
"[6205, 598]",2024-04-15 00:00:00,3925000,3925000,דירה בבית קומות,1,רמת גן,2018,115,5,['רמת גן רוקח 15'],רוקח 15 רמת גן,"(32.0885807, 34.8105082)",Bialik,0.263195605,0-500,2024,23-24,23-24 - 0-500
"[6205, 45]",2023-09-14 00:00:00,2930000,2930000,דירה בבית קומות,1,רמת גן,1994,69,4,['רמת גן רוקח 16'],רוקח 16 רמת גן,"(32.08824315, 34.81091519625501)",Bialik,0.210631933,0-500,2023,23-24,23-24 - 0-500
"[6205, 786]",2023-07-16 00:00:00,2450000,2450000,דירה בבית קומות,1,רמת גן,2020,61,3,['רמת גן רוקח 17'],רוקח 17 רמת גן,"(32.0885807, 34.8105082)",Bialik,0.263195605,0-500,2023,23-24,23-24 - 0-500
"[6205, 784]",2023-01-02 00:00:00,2200000,2200000,דירה בבית קומות,1,רמת גן,2020,41,2,['רמת גן רוקח 29'],רוקח 29 רמת גן,"(32.0885807, 34.8105082)",Bialik,0.263195605,0-500,2023,23-24,23-24 - 0-500
"[6205, 784]",2024-01-25 00:00:00,3880000,3880000,דירה בבית קומות,1,רמת גן,2020,83,4,['רמת גן רוקח 29'],רוקח 29 רמת גן,"(32.0885807, 34.8105082)",Bialik,0.263195605,0-500,2024,23-24,23-24 - 0-500
"[6111, 794]",2023-10-19 00:00:00,2100000,2100000,משרד,1,תל אביב -יפו,1960,92,0,"['תל אביב-יפו שדרות שאול המלך 39', 'תל אביב-יפו הנרייטה סאלד 1', 'תל אביב-יפו שדרות שאול המלך 41', 'תל אביב-יפו דפנה 10', 'תל אביב-יפו דפנה 8', 'תל אביב-יפו הנרייטה סאלד 3']",שאול המלך 39 תל אביב-יפו,"(32.0778913, 34.790694)",Sha'ul HaMelekh,0.182372686,0-500,2023,23-24,23-24 - 0-500
"[6111, 744]",2022-11-03 00:00:00,3797000,3797000,דירה בבית קומות,1,תל אביב -יפו,1970,126,4,"['תל אביב-יפו שדרות שאול המלך 4', 'תל אביב-יפו שלמה אבן גבירול 28', 'תל אביב-יפו שלמה אבן גבירול 30', 'תל אביב-יפו שדרות שאול המלך 2']",שאול המלך 4 תל אביב-יפו,"(32.0752728, 34.7821847)",Yehudit,0.818862363,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 744]",2022-11-03 00:00:00,4603000,4603000,דירה בבית קומות,1,תל אביב -יפו,1970,126,4,"['תל אביב-יפו שדרות שאול המלך 4', 'תל אביב-יפו שלמה אבן גבירול 28', 'תל אביב-יפו שלמה אבן גבירול 30', 'תל אביב-יפו שדרות שאול המלך 2']",שאול המלך 4 תל אביב-יפו,"(32.0752728, 34.7821847)",Yehudit,0.818862363,500-1000,2022,21-22,21-22 - 500-1000
